url,family,type,fat_content,calcium_content,texture,rind,color,flavor,aroma,vegetarian,vegan,synonyms,alt_spellings,producers
https://www.cheese.com/bianca/,,"fresh soft, artisan",,,"soft, spreadable",rindless,ivory,"creamy, tangy","fresh, rich",,,,,Tieton Farm & Creamery
https://www.cheese.com/caciocavallo-podolico-vetus/,Pasta filata,soft,,,firm,natural,,"buttery, sweet",earthy,,,Caciocavallo Vetus,,Casa Madaio
https://www.cheese.com/mimolette-boule-de-lille/,,semi-hard,,,firm,natural,orange,"bitter, buttery, sweet",,False,False,"vieux Hollande, Boule de Lille",,
https://www.cheese.com/beemster-graskaas/,Gouda,semi-hard,,,"creamy, open, smooth",natural,yellow,full-flavored,rich,False,False,,,"Beemster Cheese, CONO Kaasmakers / Beemster"
https://www.cheese.com/bear-hill/,,"semi-hard, smear-ripened",,,smooth,washed,pale yellow,"fruity, mild, milky, nutty, sweet",,,,,,Grafton Village Cheese Company
https://www.cheese.com/country-morning/,Cheddar,"hard, artisan",,,"creamy, crumbly",natural,pale yellow,"nutty, sharp",strong,False,False,,,The Farm House Natural Cheeses
https://www.cheese.com/sosha/,,"soft, artisan",,,creamy,natural,white,"pungent, strong","pungent, strong",,,Churul,,
https://www.cheese.com/cuajada/,,soft,,,"creamy, smooth",,,,,False,False,,,
https://www.cheese.com/meredith-blue/,Blue,"soft, semi-soft, artisan, blue-veined",,,creamy,natural,blue,"mild, mushroomy, sweet","fresh, goaty",False,False,,,Meredith Dairy
https://www.cheese.com/saltbush_chevre/,,"fresh firm, artisan",45%,,creamy,rindless,white,"acidic, grassy, herbaceous, salty","goaty, grassy, herbal",True,False,,,Woodside Cheese Wrights
https://www.cheese.com/babybel/,,semi-hard,,,smooth,waxed,,,,,,,,
https://www.cheese.com/azeitao/,,"semi-soft, artisan",,,"creamy, supple",washed,pale yellow,"herbaceous, salty, sour",,True,False,Queijo de Azeitao,,
https://www.cheese.com/little-rydings/,,"soft, artisan",48%,,"creamy, smooth, springy",mold ripened,white,"mild, sweet","rich, sweet",True,False,,,Wootton Organic Dairy
https://www.cheese.com/pecorino-al-pepe/,Pecorino,"semi-soft, artisan",,,"compact, crumbly",natural,cream,"sharp, spicy, strong","pleasant, strong",,,,,Caseificio Pinzani Srl
https://www.cheese.com/laguiole/,,"semi-hard, artisan",,,"creamy, firm, supple",natural,straw,"sharp, sour, tangy",aromatic,False,False,,Tome de Laguiole,
https://www.cheese.com/point-reyes-toma/,,"semi-hard, artisan",,,"buttery, creamy",waxed,ivory,"buttery, creamy",buttery,True,False,,,Point Reyes Farmstead Cheese Co
https://www.cheese.com/swag/,,"fresh firm, artisan",,,"creamy, crumbly",ash coated,white,"acidic, creamy",fresh,True,False,,,Woodside Cheese Wrights
https://www.cheese.com/stawley/,,soft,,,"dense, firm, smooth",mold ripened,pale yellow,"caramel, floral, milky, sweet","mushroom, nutty",False,False,,,
https://www.cheese.com/cornish-brie/,Brie,"soft, artisan, soft-ripened",,,"creamy, soft-ripened",bloomy,yellow,"creamy, mild",,,,,,"Cornish Cheese Company Ltd, Cornish Country Larder ltd."
https://www.cheese.com/picodon-de-chevre/,,"soft, artisan",,,"firm, smooth",natural,white,"sour, sweet","goaty, pungent",,,"Picodon AOC, Picodon PDO, Picodon AOP",,
https://www.cheese.com/barricato-al-pepe/,,"firm, artisan",,,crumbly,natural,ivory,,"fruity, spicy",,,,,
https://www.cheese.com/blue-wensleydale/,Blue,"hard, blue-veined",,,close,cloth wrapped,blue,"acidic, salty, savory, sharp, strong",rich,True,False,,,Wensleydale Creamery
https://www.cheese.com/mouse-house-garlic-chive-cheddar/,,semi-hard,,,creamy,waxed,green,garlicky,garlicky,True,False,,,Lymn Bank Farm
https://www.cheese.com/laclare-farms-evalon/,Gouda,"semi-hard, artisan",,,creamy,natural,ivory,mild,goaty,True,False,,,LaClare Farms
https://www.cheese.com/caronzola/,Blue,"soft, blue-veined",,,creamy,bloomy,ivory,mild,,,,,,La Maison Alexis de Portneuf Inc.
https://www.cheese.com/pelardon-des-corbieres/,,soft,45%,,,,,"acidic, sweet",,False,False,,,
https://www.cheese.com/boivin-medium-cheddar/,Cheddar,semi-hard,,,"firm, smooth",rindless,pale yellow,"acidic, buttery",,,,,,La Fromagerie Boivin
https://www.cheese.com/pecorino-gelsomino/,Pecorino,"hard, artisan",,,"crumbly, flaky",natural,ivory,"creamy, milky","aromatic, floral",,,,,Romaniae Terrae
https://www.cheese.com/champignon-mushrooom/,,"soft, soft-ripened",,,creamy,natural,cream,"creamy, mushroomy","fresh, mild",True,False,Champignon Mushroom Mini,,Käserei Champignon
https://www.cheese.com/monteo/,,"semi-firm, artisan",,,"creamy, open",natural,pale yellow,"buttery, milky, smooth","fresh, milky",False,False,,,La Casearia Carpenedo S.r.l.
https://www.cheese.com/boulette-davesnes/,,fresh soft,45%,,"creamy, smooth",washed,,spicy,stinky,True,False,,,
https://www.cheese.com/cacioradicchio/,,soft,,,creamy,leaf wrapped,white,"bitter, herbaceous, subtle","aromatic, fresh",False,False,,,La Casearia Carpenedo S.r.l.
https://www.cheese.com/black-pearl/,,"semi-hard, artisan",,,firm,ash coated,,mild,fresh,True,False,Boatshed Black Pearl,,BoatShed Cheese
https://www.cheese.com/sartori-limited-edition-pastorale-blend/,,"semi-hard, artisan",,,creamy,natural,pale yellow,"nutty, sweet","earthy, nutty, sweet",,,,,Sartori
https://www.cheese.com/melange/,Brie,"soft, soft-ripened",,,"firm, soft-ripened",bloomy,cream,"piquant, spicy, sweet, tart",goaty,,,,,Andante Dairy
https://www.cheese.com/brie-de-melun/,Brie,"semi-soft, soft-ripened",45%,,firm,bloomy,yellow,"salty, sharp, sour, strong","grassy, musty",,,Brie Noir,,
https://www.cheese.com/bothwell-black-truffle-cheddar/,Cheddar,semi-hard,,,firm,rindless,pale yellow,"earthy, fruity","buttery, rich",,,,,Bothwell Cheese Inc.
https://www.cheese.com/may-hill-green/,,"semi-soft, artisan",,,runny,leaf wrapped,cream,"creamy, milky",strong,True,False,,Mayhill Green,Charles Martell & Son Limited
https://www.cheese.com/barambah-organics-marinated-feta/,Feta,fresh soft,25.22 g/100g,,"creamy, crumbly, springy",rindless,white,"herbaceous, mild, milky","herbal, mild, milky",True,False,,,Barambah Organics Pty Ltd.
https://www.cheese.com/black-betty/,,"hard, artisan",,,firm,waxed,,,,,,,,"Essex St. Cheese Co., Fromagerie L'Amuse"
https://www.cheese.com/cheshire/,,hard,,,"crumbly, dense",cloth wrapped,orange,earthy,"grassy, spicy",,,Appleby's Cheshire,,Appleby's
https://www.cheese.com/blu-61/,Blue,"soft, blue-veined",,,"creamy, soft",,white,"creamy, pronounced, strong","fruity, rich, sweet",False,False,,,La Casearia Carpenedo S.r.l.
https://www.cheese.com/mountain-rebel/,,"semi-hard, artisan",50%,,"compact, creamy",natural,yellow,"creamy, fruity","aromatic, spicy",,,Bergrebell,,Sulzberger Käserebellen Sennerei GmbH
https://www.cheese.com/paneer/,Cottage,fresh firm,20.8 g/100g,208 mg/100g,"crumbly, firm",rindless,white,milky,"fresh, milky",True,False,"Chhena, Chhana",,
https://www.cheese.com/almnas-tegel/,,"hard, smear-ripened",,,"open, smooth",washed,straw,"caramel, fruity, nutty","fruity, sweet",False,False,,Almnas Tegel,Almnäs Bruk
https://www.cheese.com/lincoln-log/,,"semi-soft, soft-ripened",,,"creamy, dense",mold ripened,white,"citrusy, lemony, mild, mushroomy, tangy","goaty, milky",False,False,,,Zingerman's Creamery
https://www.cheese.com/cheddar-with-red-wine/,Cheddar,"semi-hard, artisan",,,firm,,pale yellow,"fruity, tangy","fruity, rich",True,False,Red Wine Cheddar,,J.O.D. Foods
https://www.cheese.com/vegan-brixton-blue-cheese/,,semi-firm,,,"creamy, semi firm, soft-ripened",mold ripened,blue,"creamy, full-flavored, piquant, tangy, umami","earthy, fermented, pungent, strong",True,True,,,La Fauxmagerie
https://www.cheese.com/alma-vorarlberger-alpkase-3-5-months/,,"hard, artisan",34%,,firm,natural,yellow,"mild, spicy","mild, spicy",False,False,Vorarlberg Alpine cheese 3-5 months,,Rupp AG
https://www.cheese.com/provolone/,Pasta filata,"semi-hard, artisan",,,firm,,pale yellow,tangy,pleasant,,,,,
https://www.cheese.com/landaff/,,"semi-hard, artisan",,,"creamy, firm, open",natural,straw,"mild, tangy",aromatic,,,,,"Jasper Hill Farm, Landaff Creamery, LLC"
https://www.cheese.com/lost-lake/,,"fresh firm, artisan, soft-ripened",,,"creamy, semi firm, soft",mold ripened,white,"creamy, mushroomy","rich, yeasty",,,,,Fifth Town Artisan Cheese
https://www.cheese.com/pecorino-querciaiolo/,Pecorino,semi-soft,,,smooth,natural,white,"smooth, subtle",strong,,,,,Romaniae Terrae
https://www.cheese.com/tamie/,,"soft, artisan",,,"creamy, open, smooth",washed,white,"fruity, nutty","perfumed, pungent",False,False,,"Tamié, Trappiste de Tamie, Abbey of Tamie",
https://www.cheese.com/classic-blue-log/,,"semi-soft, artisan",,,"creamy, dense, soft",mold ripened,cream,"creamy, tangy","clean, fresh",True,False,,,Westfield Farm
https://www.cheese.com/sun-dried-tomato-and-basil-cashew-cheese/,,"soft, artisan",,,creamy,,white,"creamy, full-flavored, herbaceous, nutty, tangy","herbal, nutty",True,False,,,Zengarry Vegetarian Cuisine
https://www.cheese.com/capriole-banon/,,"soft, artisan",,,"creamy, dense",leaf wrapped,pale yellow,"citrusy, strong, sweet","aromatic, fresh, goaty",False,False,O'Banon,,Capriole Goat Cheese
https://www.cheese.com/mountain-herbs-rebel/,,"semi-hard, artisan",50%,,"creamy, smooth",natural,pale yellow,"creamy, nutty, spicy","aromatic, grassy, sweet",,,Bergkräuterrebell,,Sulzberger Käserebellen Sennerei GmbH
https://www.cheese.com/pecorino-a-latte-crudo/,Pecorino,"semi-hard, artisan",,,"compact, crumbly",natural,straw,"piquant, savory, sharp, smooth",strong,,,,,Romaniae Terrae
https://www.cheese.com/san-geronimo/,,"semi-soft, brined",,,smooth,washed,white,"acidic, meaty, mellow, mild, tangy, tart",earthy,False,False,,,Nicasio Valley Cheese Company
https://www.cheese.com/aged-cashew-dulse-cheese/,,"firm, artisan",,,"firm, spreadable",,brown,"creamy, oceanic",rich,True,False,,,Dr. Cow Tree Nut Cheese
https://www.cheese.com/big-johns-cajun/,,"hard, artisan",,,"creamy, smooth",natural,pale yellow,"smooth, spicy","rich, spicy",True,False,,,Beehive Cheese Company
https://www.cheese.com/laclare-farms-evalon-fenugreek/,Gouda,"semi-hard, artisan",,,creamy,natural,pale yellow,mild,goaty,True,False,Fenugreek Evalon,,LaClare Farms
https://www.cheese.com/la-sauvagine-reserve/,,soft,38%,,"buttery, creamy, runny, supple",washed,ivory,"buttery, creamy, mild, milky",mushroom,True,False,,,La Maison Alexis de Portneuf Inc.
https://www.cheese.com/alex-james-co-no-5-grunge/,,"soft, semi-soft, organic",,,"creamy, soft",washed,orange,,,,,,,
https://www.cheese.com/chevre/,,,,,,,white,tangy,goaty,,,"Goat cheese, Chevre, Chèvre",,
https://www.cheese.com/assa/,,,,,,natural,,,,,,,,Tomales Farmstead Creamery
https://www.cheese.com/pizy/,Tomme,"soft, artisan, soft-ripened",27%,,"creamy, smooth, soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,,,,,Fromagerie La Suisse Normande
https://www.cheese.com/shepherds-hope/,,"fresh soft, artisan",,,"creamy, firm, soft",rindless,white,"citrusy, garlicky, herbaceous, mild, milky","aromatic, fresh, herbal",True,False,,,Shepherd's Way Farms
https://www.cheese.com/maisies-kebbuck/,,"semi-hard, artisan",29.8%,,"creamy, crumbly",natural,white,,fresh,True,False,,,Errington Cheese Ltd.
https://www.cheese.com/monet/,,"fresh soft, artisan",22%,,"creamy, soft",,white,"floral, herbaceous","floral, fresh",True,False,,,Woodside Cheese Wrights
https://www.cheese.com/petit-suisse/,,fresh soft,40%,,"creamy, smooth",rindless,white,"mild, sweet",fresh,,,,"double Suisse, double Petit-Suisse, Suisse double",Danone
https://www.cheese.com/canestrato/,,"hard, artisan",,,"dense, flaky",,straw,full-flavored,"spicy, strong",,,"Canestrato di Moliterno, Canestrato di Moliterno IGP",,Casa Madaio
https://www.cheese.com/barely-buzzed/,Cheddar,"hard, artisan",,,"creamy, smooth",natural,pale yellow,"butterscotch, caramel","aromatic, rich",True,False,,,Beehive Cheese Company
https://www.cheese.com/laclare-farms-cheddar/,Cheddar,"semi-soft, artisan",,,creamy,,ivory,"mild, sweet, tangy","fruity, sweet",True,False,,,LaClare Farms
https://www.cheese.com/alta-badia/,,semi-soft,33.5 g/100g,,firm,,,"milky, sharp, tangy",,False,False,,,Mila LATTE MONTAGNA ALTO ADIGE
https://www.cheese.com/stella-kasseri/,,"semi-hard, artisan",,,firm,natural,pale yellow,"salty, sharp, tangy",strong,True,False,,,Saputo Inc.
https://www.cheese.com/bonchester/,,"soft, artisan",20%,,"close, smooth",natural,yellow,mild,grassy,False,False,,,
https://www.cheese.com/bix/,,"soft, semi-soft",,,"buttery, creamy, soft, soft-ripened",,pale yellow,,,,,,,
https://www.cheese.com/pack-square/,Brie,"semi-soft, artisan, soft-ripened",,,"buttery, creamy, soft, soft-ripened",bloomy,white,"buttery, creamy, earthy, spicy","grassy, rich",,,,,Looking Glass Creamery
https://www.cheese.com/mona/,,"semi-hard, artisan",,,"crumbly, firm, supple",plastic,pale yellow,"buttery, nutty, savory, sweet",grassy,False,False,,,Wisconsin Sheep Dairy Coop
https://www.cheese.com/bethmale-des-pyrenees/,,semi-hard,,,,natural,brownish yellow,mild,"aromatic, earthy, mushroom",False,False,,,
https://www.cheese.com/brebirousse-dargental/,Brie,soft,,,"creamy, smooth",washed,orange,"creamy, sweet","grassy, milky",True,False,,,
https://www.cheese.com/meredith-goat-cheese-in-extra-virgin-olive-oil/,,"fresh soft, artisan",,,"creamy, soft",,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",,,,,Meredith Dairy
https://www.cheese.com/sartori-classic-cheese-asiago/,,"hard, artisan",,,"compact, crumbly, open, smooth",natural,,"creamy, mild, nutty",pungent,True,False,,,Sartori
https://www.cheese.com/paesanella-fresh-ricotta/,,fresh soft,,,firm,,white,creamy,"fresh, sweet",,,Paesanella Fresh Pure Milk Ricotta,,Paesanella Cheese Manufacturers
https://www.cheese.com/coalho/,,semi-hard,,,"elastic, firm, springy",natural,yellow,"acidic, salty",fresh,False,False,"Queijo coalho, Queijo de coalho , Rennet Cheese",,
https://www.cheese.com/aspen-ash/,,"soft, soft-ripened",,,creamy,ash coated,white,"acidic, creamy",earthy,True,False,,,Haystack Mountain Creamery
https://www.cheese.com/muenster/,,"soft, processed",,,smooth,,pale yellow,mild,"pungent, strong",,,,American Muenster,
https://www.cheese.com/affineur-walo-rotwein-sennechas/,Swiss Cheese,"hard, artisan",,,smooth,washed,cream,"creamy, pronounced, spicy","rich, strong",False,False,Affineur Walo Red Wine Farmer,,Walo von Mühlenen AG
https://www.cheese.com/toscanello/,Pecorino,semi-hard,,,"creamy, smooth",,pale yellow,mild,nutty,False,False,"Pecorino Toscano, Pecorino Toscano DOP, Tuscan Pecorino, Pecorino Toscanello",,
https://www.cheese.com/cornish-pepper/,Cornish,"soft, artisan",45%,,creamy,natural,white,smooth,rich,False,False,,,Lynher Valley Dairy
https://www.cheese.com/suffolk-punch/,Pasta filata,"hard, artisan",,,"dry, firm",natural,ivory,"buttery, tangy","buttery, spicy",False,False,,,Parish Hill Creamery
https://www.cheese.com/montagnolo/,Blue,"soft, blue-veined",,,"creamy, smooth",natural,,creamy,"buttery, rich",,,Montagnolo Affine,,Käserei Champignon
https://www.cheese.com/brinza---feta-style/,Feta,"soft, brined",,,"creamy, crumbly, open",natural,white,"citrusy, salty, sweet, tangy",,False,False,Briza Feta,,The Gibbston Valley Cheese Company
https://www.cheese.com/corra-linn/,,firm,,,crumbly,cloth wrapped,ivory,caramel,buttery,,,,,Errington Cheese Ltd.
https://www.cheese.com/briscola/,,semi-hard,,,"firm, open",natural,ivory,"fruity, savory, spicy, strong","milky, pleasant, spicy",False,False,,,La Casearia Carpenedo S.r.l.
https://www.cheese.com/basket-cheese/,Cottage,"soft, semi-soft",,,"chewy, supple",rindless,white,"mild, salty",milky,True,False,,,"Specialty Cheese Company, Inc"
https://www.cheese.com/prairie-rose/,Swiss Cheese,"semi-hard, artisan",,,"creamy, open",natural,yellow,"creamy, full-flavored, smooth","grassy, mild, nutty",True,False,,,Milton Creamery LLC
https://www.cheese.com/pecorino-romano/,Pecorino,hard,,,"crumbly, grainy",natural,pale yellow,"salty, sharp",strong,False,False,Pecorino Romano PDO,,
https://www.cheese.com/sartori-reserve-bellavitano-gold/,,hard,,,creamy,natural,pale yellow,"fruity, nutty, sweet","fruity, nutty, rich",,,,,Sartori
https://www.cheese.com/caprese-di-bufala/,,soft,,,"oily, smooth",natural,straw,"herbaceous, mild, subtle, vegetal","aromatic, fresh",False,False,,,La Casearia Carpenedo S.r.l.
https://www.cheese.com/sartori-reserve-balsamic-bellavitano/,,hard,,,firm,,,"fruity, nutty, sweet, tangy","earthy, fruity, sweet",,,,,Sartori
https://www.cheese.com/cornish-wild-garlic-yarg/,,"semi-firm, artisan",,,crumbly,leaf wrapped,pale yellow,garlicky,"garlicky, herbal",True,False,Cornish Garlic Yarg,,Lynher Dairies
https://www.cheese.com/sussex-slipcote/,,soft,,,,,,sharp,,True,False,,,High Weald Dairy
https://www.cheese.com/shropshire-blue/,Blue,semi-hard,,,"creamy, smooth",natural,orange,creamy,rich,True,False,"Blue Shropshire, Blue Stuart, Inverness-shire Blue",,
https://www.cheese.com/chiriboga-blue/,Blue,"semi-soft, artisan, blue-veined",,,"creamy, dense, smooth, spreadable",mold ripened,cream,"buttery, grassy, mild, sweet",mild,False,False,,,
https://www.cheese.com/camembert-calvados/,,"soft, semi-soft",,,"creamy, smooth, springy",,yellow,savory,"aromatic, fruity",,,,,
https://www.cheese.com/menonita/,Cheddar,semi-soft,,,firm,natural,pale yellow,"buttery, mild",,,,"Queso Chihuahua, Chihuahua cheese, Queso menonita, Campresino Menonita",,
https://www.cheese.com/stilton/,Blue,"hard, blue-veined",,,"creamy, crumbly, smooth",natural,,"spicy, strong",,,,"Cropwell Bishop Blue Stilton, Stilton Colston Bassett",,
https://www.cheese.com/lou-pevre/,,"soft, processed",,,smooth,natural,white,acidic,goaty,False,False,,,
https://www.cheese.com/milawa-affine/,,"semi-soft, artisan",,,"creamy, crumbly, smooth",ash coated,white,"acidic, creamy",,False,False,Milawa Ashed Chèvre,,Milawa Cheese Company
https://www.cheese.com/cello-thick-smooth-mascarpone/,,"fresh soft, processed",,,"buttery, creamy, firm, smooth",rindless,white,"creamy, milky, sweet","fresh, milky",,,,,Schuman Cheese
https://www.cheese.com/meredith-chevre-dill/,,"fresh soft, artisan",,,"creamy, soft",rindless,white,"herbaceous, smooth","aromatic, clean, fresh, herbal",True,False,,,Meredith Dairy
https://www.cheese.com/capra-al-pepe/,,"soft, artisan",,,"creamy, soft",natural,pale yellow,"mild, spicy",spicy,,,,,Moro Latteria di Moro Sergio
https://www.cheese.com/saga/,Brie,"soft, blue-veined, soft-ripened",,,creamy,bloomy,white,"creamy, mild",mild,False,False,"Saga Classic Blue Brie, Saga Blue Brie",,
https://www.cheese.com/la-sauvagine/,,soft,32%,,"buttery, creamy, runny, supple",washed,ivory,"buttery, creamy",mushroom,True,False,,,La Maison Alexis de Portneuf Inc.
https://www.cheese.com/pecorino-dei-malatesta-sotto-cenere/,Pecorino,"semi-soft, artisan",,,smooth,ash coated,white,"smooth, subtle, sweet","fresh, milky",,,,,Romaniae Terrae
https://www.cheese.com/bryndza/,,"soft, artisan",,,spreadable,rindless,white,"mild, salty",,,,"Slovenská bryndza, Bryndza Podhalańska, Liptauer, Brinza, brynza","ovčia bryndza, Slovenska bryndza, Bryndza Podhalanska",
https://www.cheese.com/st-mang-original-allgauer-limburger/,,"soft, artisan",,,creamy,natural,pale yellow,spicy,"mild, spicy",True,False,"St. Mang original Allgaeuer Romadur, St. Mang Masterpiec",,Käserei Champignon
https://www.cheese.com/comte-18-months/,,hard,,,firm,natural,yellow,fruity,nutty,False,False,Comté Grande Réserve 18-24 months,,JuraFlore
https://www.cheese.com/sulguni/,,semi-firm,,,"dense, elastic",,,"salty, smokey , sour",,,,Georgian Pickle Cheese,"Megruli Sulguni, Shebolili Megruli Sulguni",
https://www.cheese.com/lacey-grey/,,"soft, artisan, soft-ripened",,,"creamy, soft",bloomy,white,"acidic, bitter, nutty","clean, herbal",,,,,Fifth Town Artisan Cheese
https://www.cheese.com/le-brebiou/,Brie,"semi-soft, artisan, soft-ripened",26%,,"creamy, firm, smooth",bloomy,white,"mild, milky, sweet",musty,False,False,Brebiou sheep cheese,Brebiou ligne et plaisir,
https://www.cheese.com/lady-jane/,Brie,"semi-soft, artisan, soft-ripened",,,"creamy, dense, soft-ripened",mold ripened,pale yellow,tangy,"earthy, mushroom",False,False,,,The Farm House Natural Cheeses
https://www.cheese.com/alisia-victoria/,,firm,,,smooth,natural,golden yellow,buttery,nutty,,,,,Eyeweid
https://www.cheese.com/bouyguette/,,fresh soft,,,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",False,False,,,
https://www.cheese.com/sarro-de-cabra/,,"semi-soft, artisan",,,buttery,cloth wrapped,white,"citrusy, strong, tangy","mild, sweet",,,Sarro,,Formatgeries Montbrú
https://www.cheese.com/acapella/,,"soft, soft-ripened",,,,,,buttery,"fresh, herbal",False,False,,,
https://www.cheese.com/les-calendos/,Camembert,"soft, soft-ripened",,,"creamy, smooth, supple",bloomy,cream,"creamy, full-flavored",,,,,,La Maison Alexis de Portneuf Inc.
https://www.cheese.com/classics-fresh-mozzarella/,Mozzarella,"soft, brined",,,"creamy, elastic, smooth, soft, stringy, supple",rindless,white,"acidic, mild, milky, spicy",fresh,True,False,"perline, ciliegine, ovoline, marinated ciliegine",,Crave Brothers Farmstead Cheese
https://www.cheese.com/swaledale/,,hard,,,semi firm,,yellow,"smooth, sweet",floral,True,False,Swaledale Sheep Cheese,,
https://www.cheese.com/amul-gouda/,Gouda,semi-hard,46%,492 mg/100g,"compact, dense, firm, springy",plastic,yellow,"fruity, sweet",mild,True,False,,,Gujarat Cooperative Milk Marketing Federation (Amul)
https://www.cheese.com/mountaineer/,,"semi-soft, artisan",,,"dense, supple",washed,yellow,"full-flavored, mellow","caramel, fruity, rich",,,,,Meadow Creek Dairy
https://www.cheese.com/pacific-rock/,,hard,30%,,"crumbly, firm",washed,orange,"buttery, earthy, nutty, subtle","fruity, rich",,,,,La Maison Alexis de Portneuf Inc.
https://www.cheese.com/baita-friuli/,,firm,,,compact,natural,pale yellow,"fruity, spicy",rich,False,False,,,
https://www.cheese.com/merry-wyfe/,,semi-hard,,,"creamy, springy",washed,orange,,aromatic,True,False,,,The Bath Soft Cheese Co.
https://www.cheese.com/caerphilly/,Cheddar,hard,48%,,"crumbly, dense",natural,white,"citrusy, mild, tangy",fresh,,,"Duckett's Caerphilly, Duckett's Aged Caerphilly",,
https://www.cheese.com/selva/,,"soft, artisan",45%,,"smooth, supple",natural,pale yellow,"bitter, buttery, salty",pleasant,False,False,,Queso De La Selva,
https://www.cheese.com/parmesan/,Parmesan,"hard, artisan",,,"dense, grainy",natural,straw,"salty, savory","nutty, strong",False,False,"Parmigiano Reggiano, Parmesan Regiano, Parmesan Reggiano, Parmesan Parmigiano",,
https://www.cheese.com/provel/,Cheddar,"soft, processed",,,"buttery, gooey",plastic,white,buttery,smokey,False,False,,,
https://www.cheese.com/marin-french-triple-creme/,Brie,soft,,,"fluffy, smooth",bloomy,,sweet,"rich, sweet",,,"3 Triple Crème Brie, Truffle Brie, Triple Crème Brie with Truffles",,Marin French Cheese
https://www.cheese.com/smoked-lincolnshire-poacher/,,hard,,,"creamy, crumbly",,pale yellow,,,,,,,
https://www.cheese.com/carre-de-lest/,,soft,,,smooth,washed,pale yellow,smokey,,,,,,
https://www.cheese.com/le-cendrillon/,,soft,25%,,"creamy, smooth",ash coated,ivory,"acidic, pronounced, sour",goaty,,,,,La Maison Alexis de Portneuf Inc.
https://www.cheese.com/shepsog/,,semi-firm,,,buttery,natural,yellow,"nutty, sweet","earthy, nutty, rich, sweet",,,,,Grafton Village Cheese Company
https://www.cheese.com/little-dragon/,,soft,,,creamy,,white,"citrusy, creamy, mellow, sweet","fresh, herbal",False,False,,,Zingerman's Creamery
https://www.cheese.com/st-tola-greek-style/,Feta,"firm, brined",,,smooth,rindless,white,"creamy, salty",goaty,,,,,Inagh Farmhouse Cheese Ltd
https://www.cheese.com/striegistaler-zwerge-camembert/,Camembert,"semi-soft, soft-ripened",,,"creamy, soft",natural,white,"full-flavored, mild","aromatic, fresh, strong",True,False,,,Käserei Champignon
https://www.cheese.com/lyburn-lightly-oak-smoked/,Gouda,"semi-hard, artisan",,,smooth,washed,pale yellow,"smokey , smooth, subtle",smokey,True,False,,,Lyburn Farm
https://www.cheese.com/shorrocks-lancashire-bomb/,,semi-hard,,,"creamy, crumbly",,yellow,,,True,False,,,
https://www.cheese.com/smokey-oregon-blue/,Blue,"semi-hard, blue-veined",,,"dense, firm",natural,pale yellow,"caramel, earthy, savory, sharp, sweet","milky, nutty, smokey",True,False,,,Rogue Creamery
https://www.cheese.com/brutal-blue/,Blue,"semi-soft, artisan",,,creamy,,cream,"creamy, spicy, strong, woody",strong,True,False,,,Rogue Creamery
https://www.cheese.com/brebis-dazure/,Blue,"semi-hard, artisan, blue-veined",,,soft,natural,pale yellow,sharp,aromatic,,,,,Fifth Town Artisan Cheese
https://www.cheese.com/cilentano-ai-fichi/,,"semi-soft, artisan",,,creamy,natural,cream,"creamy, fruity","nutty, sweet",,,,,Casa Madaio
https://www.cheese.com/asiago-dallevo/,,hard,34%,,compact,natural,pale yellow,savory,"pleasant, yeasty",False,False,"Asiago Aged, Asiago D’Allevo DOP Mitica®, Asiago Mezzano",,
https://www.cheese.com/brebis-du-puyfaucon/,,"soft, artisan",,,smooth,natural,,sweet,grassy,False,False,,,
https://www.cheese.com/muranda-blue/,Blue,"semi-hard, blue-veined",,,crumbly,natural,pale yellow,"salty, sharp, strong",strong,,,,,Muranda Cheese Company
https://www.cheese.com/mobay/,,"semi-soft, artisan",,,"soft, supple",plastic,ivory,"earthy, sweet, tangy",goaty,True,False,,,Carr Valley Cheese Company
https://www.cheese.com/stella-fontina/,,"semi-soft, artisan",,,"creamy, open",natural,pale yellow,"buttery, sweet","earthy, mild",True,False,,,Stella
https://www.cheese.com/pied-de-vent/,Blue,"semi-soft, blue-veined",27%,,"creamy, smooth",washed,cream,"mushroomy, nutty",rich,False,False,,,Fromagerie du Pied-De-Vent
https://www.cheese.com/mothais-a-la-feuille/,,"soft, artisan",,,"creamy, soft",,,"lemony, woody",mushroom,False,False,"Le Mothais sur Feuille, Mothais",,
https://www.cheese.com/salsa-asiago/,,"hard, artisan",,,"compact, firm, open, smooth",natural,pale yellow,"creamy, garlicky, nutty, sharp, spicy","aromatic, nutty, pungent",True,False,,,Sartori
https://www.cheese.com/little-qualicum-raclette/,Raclette,"semi-soft, artisan",,,"firm, supple",washed,ivory,"meaty, strong","pungent, stinky",,,,,Little Qualicum Cheeseworks
https://www.cheese.com/lincolnshire-poacher/,Cheddar,hard,,,creamy,,yellow,"nutty, sweet",earthy,,,,,F.W.Read & Sons Ltd
https://www.cheese.com/aged-cashew-hemp-seed-cheese/,,"firm, artisan",,,"firm, spreadable",,brown,"creamy, mild, nutty, spicy","nutty, rich",True,False,,,Dr. Cow Tree Nut Cheese
https://www.cheese.com/pourly/,,"soft, artisan",45%,,smooth,natural,pale yellow,sweet,fresh,False,False,,,
